[2019-03-27 12:42:03] slim-bookshelf-api.INFO: Processing home action [] {"uid":"7ac99d3"}
[2019-03-27 12:46:23] slim-bookshelf-api.INFO: Processing home action [] {"uid":"f8e938b"}
[2019-03-27 12:49:13] slim-bookshelf-api.INFO: Processing '/' route [] {"uid":"d54888f"}
[2019-03-27 12:49:19] slim-bookshelf-api.INFO: Processing '/' route [] {"uid":"6ae1c41"}
[2019-03-27 12:49:23] slim-bookshelf-api.INFO: Processing '/' route [] {"uid":"caa68e5"}
[2019-03-27 12:49:33] slim-bookshelf-api.INFO: Processing '/' route [] {"uid":"82317df"}
[2019-03-28 12:58:51] slim-bookshelf-api.INFO: Processing home action [] {"uid":"04d81af"}
[2019-03-28 13:02:11] slim-bookshelf-api.INFO: Processing home action [] {"uid":"befc857"}
[2019-03-28 13:04:37] slim-bookshelf-api.INFO: Processing '/' route [] {"uid":"5debd11"}
[2019-03-28 13:20:18] slim-bookshelf-api.INFO: Processing home action [] {"uid":"a246d39"}
[2019-03-28 13:21:58] slim-bookshelf-api.INFO: Processing home action [] {"uid":"cc8f924"}
[2019-03-28 13:22:40] slim-bookshelf-api.INFO: Processing home action [] {"uid":"a7a7e5d"}
[2019-03-28 13:39:36] slim-bookshelf-api.INFO: Processing '/' route [] {"uid":"2fc2f06"}
[2019-03-28 13:39:56] slim-bookshelf-api.INFO: Processing '/' route [] {"uid":"68242dd"}
[2019-03-28 13:43:52] slim-bookshelf-api.INFO: Listing all authors [] {"uid":"551f860"}
[2019-03-28 13:44:47] slim-bookshelf-api.INFO: Listing all authors [] {"uid":"f97ff4c"}
[2019-04-08 17:22:31] maishapay-api.INFO: Processing '/' route [] {"uid":"a6b441c"}
[2019-04-08 17:22:53] maishapay-api.INFO: Processing home action [] {"uid":"30264fb"}
[2019-04-25 12:45:51] maishapay-api.INFO: Processing home action [] {"uid":"4b92b94"}
[2019-04-25 12:47:55] maishapay-api.INFO: Processing home action [] {"uid":"1dee896"}
[2019-04-25 12:51:57] maishapay-api.INFO: Processing '/' route [] {"uid":"b242bd4"}
[2019-04-25 12:52:03] maishapay-api.INFO: Processing home action [] {"uid":"9dbbd24"}
[2019-04-25 15:53:36] maishapay-api.INFO: Listing all customers [] {"uid":"f45fd04"}
[2019-04-27 04:28:39] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"80f52da"}
[2019-04-27 04:28:39] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"ec78219"}
[2019-04-27 04:28:39] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"47bb2bd"}
[2019-04-27 04:28:40] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"3ca0a35"}
[2019-04-27 04:28:40] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"46f0c71"}
[2019-04-27 04:28:57] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"7d67413"}
[2019-04-27 04:28:58] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"814c942"}
[2019-04-27 04:28:58] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"0d4c82d"}
[2019-04-27 04:31:41] maishapay-api.INFO: Processing '/' route [] {"uid":"d523ee7"}
[2019-04-27 04:53:06] maishapay-api.INFO: Processing '/' route [] {"uid":"e58a934"}
[2019-04-27 04:53:07] maishapay-api.INFO: Processing '/' route [] {"uid":"21ea4f6"}
[2019-04-27 04:53:07] maishapay-api.INFO: Processing '/' route [] {"uid":"ffb3387"}
[2019-04-27 04:53:07] maishapay-api.INFO: Processing '/' route [] {"uid":"8124225"}
[2019-04-27 04:53:07] maishapay-api.INFO: Processing '/' route [] {"uid":"11130eb"}
[2019-04-27 04:53:07] maishapay-api.INFO: Processing '/' route [] {"uid":"e996f40"}
[2019-04-27 05:16:14] maishapay-api.INFO: Creating a new client {"data":null} {"uid":"8b8917b"}
[2019-04-27 05:18:32] maishapay-api.INFO: Creating a new client {"data":null} {"uid":"c9c03a8"}
[2019-04-27 05:18:38] maishapay-api.INFO: Creating a new client {"data":null} {"uid":"ac3ff7f"}
[2019-04-27 05:22:38] maishapay-api.INFO: Creating a new client {"data":null} {"uid":"25754c0"}
[2019-04-27 05:24:21] maishapay-api.INFO: Creating a new client {"data":null} {"uid":"a6f5190"}
[2019-04-27 05:36:36] maishapay-api.INFO: Creating a new client {"data":null} {"uid":"45b3a87"}
[2019-04-27 06:05:37] maishapay-api.INFO: Creating a new client {"data":null} {"uid":"b8af6da"}
[2019-04-27 06:13:56] maishapay-api.INFO: Creating a new client {"data":null} {"uid":"3ee830c"}
[2019-04-27 06:14:19] maishapay-api.INFO: Creating a new client {"data":null} {"uid":"a19561a"}
[2019-04-27 06:14:27] maishapay-api.INFO: Creating a new client {"data":null} {"uid":"e791205"}
[2019-04-27 06:14:33] maishapay-api.INFO: Creating a new client {"data":null} {"uid":"3894f71"}
[2019-04-27 06:14:47] maishapay-api.INFO: Creating a new client {"data":null} {"uid":"9e67f0f"}
[2019-04-27 06:14:50] maishapay-api.INFO: Creating a new client {"data":null} {"uid":"dab514c"}
[2019-04-27 06:17:33] maishapay-api.INFO: Creating a new client {"data":null} {"uid":"308028d"}
[2019-04-27 06:19:31] maishapay-api.INFO: Creating a new client {"data":null} {"uid":"ab1daa5"}
[2019-04-27 06:35:01] maishapay-api.INFO: Creating a new client {"data":null} {"uid":"be9006d"}
[2019-04-27 06:35:06] maishapay-api.INFO: Creating a new client {"data":null} {"uid":"4a9f759"}
[2019-04-27 06:36:13] maishapay-api.INFO: Creating a new client {"data":null} {"uid":"c11ed64"}
[2019-04-27 06:37:10] maishapay-api.INFO: Creating a new client {"data":null} {"uid":"ded994e"}
[2019-04-27 06:43:14] maishapay-api.INFO: Creating a new client {"data":null} {"uid":"38764e8"}
[2019-04-27 06:46:34] maishapay-api.INFO: Creating a new client {"data":null} {"uid":"c82051e"}
[2019-04-27 06:53:09] maishapay-api.INFO: Creating a new client {"data":null} {"uid":"5ebcab9"}
[2019-04-27 06:56:17] maishapay-api.INFO: Creating a new client {"data":{"client_status":"active_status","call_limit":50,"redirect_uri":"http://maishapay.online/","grant_types":"client_credentials","scope":"read_account transfer_money","customer_uuid":"client-id-814469d5-919f-4b67-9360-5b777b040c00"}} {"uid":"5208c5e"}
[2019-04-27 07:10:33] maishapay-api.INFO: Creating a new client {"data":{"client_status":"active_status","call_limit":50,"redirect_uri":"http://maishapay.online/","grant_types":"client_credentials","scope":"read_account transfer_money","customer_uuid":"client-id-814469d5-919f-4b67-9360-5b777b040c00"}} {"uid":"cf84487"}
[2019-04-27 07:22:58] maishapay-api.INFO: Creating a new client {"data":{"client_status":"active_status","call_limit":50,"redirect_uri":"http://maishapay.online/","grant_types":"client_credentials","scope":"read_account transfer_money","customer_uuid":"client-id-814469d5-919f-4b67-9360-5b777b040c00"}} {"uid":"9137c78"}
[2019-04-27 07:33:54] maishapay-api.INFO: Creating a new client {"data":{"client_status":"active_status","call_limit":50,"redirect_uri":"http://maishapay.online/","grant_types":"client_credentials","scope":"read_account transfer_money","customer_uuid":"client-id-814469d5-919f-4b67-9360-5b777b040c00"}} {"uid":"bb54752"}
[2019-04-27 07:34:55] maishapay-api.INFO: Creating a new client {"data":{"client_status":"active_status","call_limit":50,"redirect_uri":"http://maishapay.online/","grant_types":"client_credentials","scope":"read_account transfer_money","customer_uuid":"client-id-814469d5-919f-4b67-9360-5b777b040c00"}} {"uid":"dba3c3f"}
[2019-04-27 07:37:59] maishapay-api.INFO: Creating a new client {"data":{"client_status":"active_status","call_limit":50,"redirect_uri":"http://maishapay.online/","grant_types":"client_credentials","scope":"read_account transfer_money","customer_uuid":"client-id-814469d5-919f-4b67-9360-5b777b040c00"}} {"uid":"8ef477c"}
[2019-04-27 07:38:32] maishapay-api.INFO: Creating a new client {"data":{"client_status":"active_status","call_limit":50,"redirect_uri":"http://maishapay.online/","grant_types":"client_credentials","scope":"read_account transfer_money","customer_uuid":"client-id-814469d5-919f-4b67-9360-5b777b040c00"}} {"uid":"19cd71b"}
[2019-04-27 07:38:36] maishapay-api.INFO: Creating a new client {"data":{"client_status":"active_status","call_limit":50,"redirect_uri":"http://maishapay.online/","grant_types":"client_credentials","scope":"read_account transfer_money","customer_uuid":"client-id-814469d5-919f-4b67-9360-5b777b040c00"}} {"uid":"6446eda"}
[2019-04-27 07:38:37] maishapay-api.INFO: Creating a new client {"data":{"client_status":"active_status","call_limit":50,"redirect_uri":"http://maishapay.online/","grant_types":"client_credentials","scope":"read_account transfer_money","customer_uuid":"client-id-814469d5-919f-4b67-9360-5b777b040c00"}} {"uid":"c353c61"}
[2019-04-27 07:38:39] maishapay-api.INFO: Creating a new client {"data":{"client_status":"active_status","call_limit":50,"redirect_uri":"http://maishapay.online/","grant_types":"client_credentials","scope":"read_account transfer_money","customer_uuid":"client-id-814469d5-919f-4b67-9360-5b777b040c00"}} {"uid":"c77e4e2"}
[2019-04-27 07:38:40] maishapay-api.INFO: Creating a new client {"data":{"client_status":"active_status","call_limit":50,"redirect_uri":"http://maishapay.online/","grant_types":"client_credentials","scope":"read_account transfer_money","customer_uuid":"client-id-814469d5-919f-4b67-9360-5b777b040c00"}} {"uid":"283b8f2"}
[2019-04-27 07:38:41] maishapay-api.INFO: Creating a new client {"data":{"client_status":"active_status","call_limit":50,"redirect_uri":"http://maishapay.online/","grant_types":"client_credentials","scope":"read_account transfer_money","customer_uuid":"client-id-814469d5-919f-4b67-9360-5b777b040c00"}} {"uid":"f28dc74"}
[2019-04-27 08:10:06] maishapay-api.INFO: Creating a new client {"data":{"client_status":"active_status","call_limit":50,"redirect_uri":"http://maishapay.online/","grant_types":"client_credentials","scope":"read_account transfer_money","customer_uuid":"client-id-814469d5-919f-4b67-9360-5b777b040c00"}} {"uid":"4019339"}
[2019-04-27 08:12:06] maishapay-api.INFO: Creating a new client {"data":{"client_status":"active_status","call_limit":50,"redirect_uri":"http://maishapay.online/","grant_types":"client_credentials","scope":"read_account transfer_money","customer_uuid":"client-id-814469d5-919f-4b67-9360-5b777b040c00"}} {"uid":"6ad9e59"}
